raw_SMILES,reaxys_id,SMILES,cas_number
CC1=NC2=CN=C3C=C(F)C(Br)=CC3=C2N1[C@H]1CCN(C[C@@H]1F)C(=O)OC(C)(C)C,27922854,Cc1nc2cnc3cc(F)c(Br)cc3c2n1[C@H]1CCN(C(=O)OC(C)(C)C)C[C@@H]1F,0
CC(C)OC1=C(C=C(Br)C(=N1)C1=CC=C(F)C=C1)C#N,27959770,CC(C)Oc1nc(-c2ccc(F)cc2)c(Br)cc1C#N,0
COC(=O)C1=C(OC(C)C)N=C(C(Br)=C1)C1=CC=C(F)C=C1,27959771,COC(=O)c1cc(Br)c(-c2ccc(F)cc2)nc1OC(C)C,0
CN(CC1=CC(Br)=CN=C1)C(=O)OC(C)(C)C,28111820,CN(Cc1cncc(Br)c1)C(=O)OC(C)(C)C,0
CC(C)C1=NC(Br)=C2N1C=CN=C2Cl,28230663,CC(C)c1nc(Br)c2c(Cl)nccn12,0
CC1=C(C=CC(OC2=C(F)C(F)=CC=C2)=C1)N1N=CC(C(=O)C2=CC3=C(Br)C=CC=C3N2)=C1N,28266823,Cc1cc(Oc2cccc(F)c2F)ccc1-n1ncc(C(=O)c2cc3c(Br)cccc3[nH]2)c1N,0
OC1=C2C=C(F)C(Br)=CC2=NC=C1,28288377,Oc1ccnc2cc(Br)c(F)cc12,0
CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C1=C(Br)N=CC(Cl)=N1,28431443,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1nc(Cl)cnc1Br,0
FC1=C2N([C@@H](C3CCOCC3)C3=CC=CC=C3)C3=CC(Br)=CN=C3C2=CC=C1Cl,28540702,Fc1c(Cl)ccc2c3ncc(Br)cc3n([C@H](c3ccccc3)C3CCOCC3)c12,0
CN(C)C1=CC=C(Br)C(F)=N1,28598613,CN(C)c1ccc(Br)c(F)n1,0
CC1=CC(Br)=C2ON=C(N)C2=C1,28751943,Cc1cc(Br)c2onc(N)c2c1,0
CC(C)(C)OC(=O)NC1=C(F)C(Br)=NC=C1,28754229,CC(C)(C)OC(=O)Nc1ccnc(Br)c1F,0
BrC1=CC=C2C=C(NC2=C1)C#N,28783412,N#Cc1cc2ccc(Br)cc2[nH]1,0
OCCN(CC(=O)C1=NC=C(Br)C=N1)CC1=CC=CC=C1,28825612,O=C(CN(CCO)Cc1ccccc1)c1ncc(Br)cn1,0
OCCN(CC(O)C1=NC=C(Br)C=N1)CC1=CC=CC=C1,28825613,OCCN(Cc1ccccc1)CC(O)c1ncc(Br)cn1,0
OCCN(CC(O)C1=NC=C(Br)C=C1)CC1=CC=CC=C1,28825615,OCCN(Cc1ccccc1)CC(O)c1ccc(Br)cn1,0
OCCN(CC(=O)C1=NC=C(Br)C=C1)CC1=CC=CC=C1,28825769,O=C(CN(CCO)Cc1ccccc1)c1ccc(Br)cn1,0
CN(C)\C=N\C1=NC=C(Br)C(=C1)C(F)(F)F,28988600,CN(C)/C=N/c1cc(C(F)(F)F)c(Br)cn1,0
OC1=NC=CC2=CC(Br)=CN=C12,28991186,Oc1nccc2cc(Br)cnc12,0
CC(C)(C)OC(=O)NCCCNC1=NC=C(Br)C=N1,29124328,CC(C)(C)OC(=O)NCCCNc1ncc(Br)cn1,0
ClC1=NC(C=O)=C(Br)C=C1,29274209,O=Cc1nc(Cl)ccc1Br,0
COC(=O)C1=CN=CC(Br)=C1N,29290824,COC(=O)c1cncc(Br)c1N,0
COC1=CC(Br)=CC2=C1NN=C2,29311655,COc1cc(Br)cc2cn[nH]c12,0
CC1=C(Br)C=CN=C1N,29350433,Cc1c(Br)ccnc1N,0
CCCC(=O)C1=NC(Br)=CC=C1,29368878,CCCC(=O)c1cccc(Br)n1,0
COC(=O)C1=CC=CC2=NC=C(Br)C=C12,29515009,COC(=O)c1cccc2ncc(Br)cc12,0
C\C(=N/[S@](=O)C(C)(C)C)C1=NC(Br)=CC=C1F,29841062,C/C(=N\[S@](=O)C(C)(C)C)c1nc(Br)ccc1F,0
CC1=C(Br)C=CC2=C1C=CC=N2,29864953,Cc1c(Br)ccc2ncccc12,0
CC1=CC=C2C=NC=C(Br)C2=C1,30191699,Cc1ccc2cncc(Br)c2c1,0
FC(F)CN1C=NC(=C1Br)C1=CC=C(F)C=C1,30323319,Fc1ccc(-c2ncn(CC(F)F)c2Br)cc1,0
CCCC1=CNC2=CC=C(Br)C=C12,30331863,CCCc1c[nH]c2ccc(Br)cc12,0
BrC1=CC(=C2N=CNC2=C1)N(=O)=O,30408466,O=[N+]([O-])c1cc(Br)cc2[nH]cnc12,0
CC1=C2C=CNC2=CC(Br)=C1,30477256,Cc1cc(Br)cc2[nH]ccc12,0
ClC1=C2N=CC=NC2=CC(Br)=C1,30477345,Clc1cc(Br)cc2nccnc12,0
CCOC(=O)C1=C(NC(C)C)C=C(Br)N=C1,30596808,CCOC(=O)c1cnc(Br)cc1NC(C)C,0
ClC1=NC2=C(N=C1)C(Br)=CN2,30628780,Clc1cnc2c(Br)c[nH]c2n1,0
ClC1=NC2=C(SC3=C2C=C(Br)C=N3)C(=N1)N1CCOCC1,30903007,Clc1nc(N2CCOCC2)c2sc3ncc(Br)cc3c2n1,0
FC(F)(F)OC1=CC=CC(CNC2=NC=C(Br)C=N2)=C1,30929213,FC(F)(F)Oc1cccc(CNc2ncc(Br)cn2)c1,0
CN1N=CC2=C1C=C(C=C2Br)C#N,30937318,Cn1ncc2c(Br)cc(C#N)cc21,0
FC1=CC=C(C=C1)C1=C(Br)C2=C(Cl)C=CN=C2S1,31124960,Fc1ccc(-c2sc3nccc(Cl)c3c2Br)cc1,0
BrC1=NN(CC2=CC=CC=C2)C(C=O)=C1,31174755,O=Cc1cc(Br)nn1Cc1ccccc1,0
CC1=C2N=C(I)SC2=CC(Br)=C1,31178714,Cc1cc(Br)cc2sc(I)nc12,0
CC(=O)C1=NC(Br)=CC(=C1)C(C)(C)C,31605994,CC(=O)c1cc(C(C)(C)C)cc(Br)n1,0
CNC1=NC=C(Br)C=C1C(O)=O,31644638,CNc1ncc(Br)cc1C(=O)O,0
CN1N=C(C=O)C(Br)=C1C,32109267,Cc1c(Br)c(C=O)nn1C,0
CON(C)C(=O)C1=NC(Br)=C(OC)C=C1,32149393,COc1ccc(C(=O)N(C)OC)nc1Br,0
COC1=C(Cl)C=C(C(Br)=N1)N(=O)=O,32463366,COc1nc(Br)c([N+](=O)[O-])cc1Cl,0
COC1=C2N=C(NC3=CC=CC=C3)N=CC2=CC(Br)=C1,32470357,COc1cc(Br)cc2cnc(Nc3ccccc3)nc12,0
CCOC(=O)[C@@H](O)C1=C(C)C=C2N=C(Br)SC2=C1C1=CC=C(Cl)C=C1,32694259,CCOC(=O)[C@@H](O)c1c(C)cc2nc(Br)sc2c1-c1ccc(Cl)cc1,0
COC1=CC(Cl)=C2N=C(Br)SC2=C1,32730412,COc1cc(Cl)c2nc(Br)sc2c1,0
BrC1=CC=CC2=C1OC1=C2C=CC=C1I,32934772,Brc1cccc2c1oc1c(I)cccc12,0
COC1=NC(C(O)=O)=C(Br)C=C1C(F)(F)F,33058508,COc1nc(C(=O)O)c(Br)cc1C(F)(F)F,0
COC1=C2N=C(N)N=C(C)C2=CC(Br)=C1,33248351,COc1cc(Br)cc2c(C)nc(N)nc12,0
COC1=C2N=C(N=C(C)C2=CC(Br)=C1)N1C(C)=CC=C1C,33248352,COc1cc(Br)cc2c(C)nc(-n3c(C)ccc3C)nc12,0
CC1=CC=C(C)N1C1=NC2=C(O)C=C(Br)C=C2C(C)=N1,33248353,Cc1nc(-n2c(C)ccc2C)nc2c(O)cc(Br)cc12,0
FC1=C2C=CN=CC2=C(Br)C=C1,33515462,Fc1ccc(Br)c2cnccc12,0
COC(=O)C1=NC(C)=C(Br)C=N1,33766418,COC(=O)c1ncc(Br)c(C)n1,0
FC1=C2N=CC=C(Br)C2=CC=C1,33965146,Fc1cccc2c(Br)ccnc12,0
COC1=CC=C(CN2N=C(NC3=C(C=NC(Br)=C3)C(=O)C3=CC=CC=C3Cl)C(=C2C)N(=O)=O)C=C1,34048426,COc1ccc(Cn2nc(Nc3cc(Br)ncc3C(=O)c3ccccc3Cl)c([N+](=O)[O-])c2C)cc1,0
COC(=O)CN1C(C)=NC2=NC=C(Br)C=C12,34153952,COC(=O)Cn1c(C)nc2ncc(Br)cc21,0
CS(=O)(=O)OCC1=CN=CC=C1Br,34276588,CS(=O)(=O)OCc1cnccc1Br,0
COC1=CC(Br)=CC2=C(C)N=CN=C12,34813846,COc1cc(Br)cc2c(C)ncnc12,0
ClC1=NC=C2C(Br)=CC=CC2=C1,35080617,Clc1cc2cccc(Br)c2cn1,0
COC1=CC(Br)=CN=C1C(C)=O,35485222,COc1cc(Br)cnc1C(C)=O,0
NC1=NC(=C(Br)C=N1)C1=CC=C(F)C=C1,35629467,Nc1ncc(Br)c(-c2ccc(F)cc2)n1,0
FC(F)(F)C1=CC(Br)=NC(CBr)=C1,35790306,FC(F)(F)c1cc(Br)nc(CBr)c1,0
CCC1=C(NC2=CC=C(Cl)C(Br)=C12)C(=O)OC,36188314,CCc1c(C(=O)OC)[nH]c2ccc(Cl)c(Br)c12,0
BrC1=CN(N=C1)C1CCC1=O,36220732,O=C1CCC1n1cc(Br)cn1,0
CN1N=C(CO)C=C1Br,36700220,Cn1nc(CO)cc1Br,0
CC1=C(Br)C(CO)=NN1C1CCCCO1,37188603,Cc1c(Br)c(CO)nn1C1CCCCO1,0
CC1=C(Cl)N=CC(Br)=C1C(O)=O,37333525,Cc1c(Cl)ncc(Br)c1C(=O)O,0
CC1=CN=C(Br)C=C1F,37728804,Cc1cnc(Br)cc1F,0
CC1=C(C(Br)=NN1C1CC2(C1)CN(C2)C(=O)OC(C)(C)C)C1=C(Cl)C(C)=CC2=C1C=NN2C1CCCCO1,37826805,Cc1cc2c(cnn2C2CCCCO2)c(-c2c(Br)nn(C3CC4(C3)CN(C(=O)OC(C)(C)C)C4)c2C)c1Cl,0
CC(C)(C)OC(=O)NC1=C(C#N)C2=C(Br)C=CC(F)=C2S1,37905203,CC(C)(C)OC(=O)Nc1sc2c(F)ccc(Br)c2c1C#N,0
NC1=NC2=C(Br)C=CC(F)=C2S1,37905288,Nc1nc2c(Br)ccc(F)c2s1,0
BrC1=CN=CC(\C=C\C=O)=C1,39240478,O=C/C=C/c1cncc(Br)c1,0
CC1=NC=C(Br)C(=N1)C1CC1,44421830,Cc1ncc(Br)c(C2CC2)n1,0
CCCC1=CC(Br)=NC=C1,112546,CCCc1ccnc(Br)c1,857221-61-5
COC1=C(Br)C=C2N=CC=CC2=C1,126406,COc1cc2cccnc2cc1Br,103028-33-7
CC1=CSC(C(O)=O)=C1Br,126952,Cc1csc(C(=O)O)c1Br,854627-16-0
BrC1=CC2=C(N=NN2)N=C1,127071,Brc1cnc2nn[nH]c2c1,92276-38-5
CCN1C=NC2=CC(Br)=CC=C12,132865,CCn1cnc2cc(Br)ccc21,23073-51-0
COC1=C2N=CC=CC2=CC=C1Br,135987,COc1c(Br)ccc2cccnc12,36748-99-9
CSC1=NC(C)=C(Br)C(Cl)=N1,144992,CSc1nc(C)c(Br)c(Cl)n1,17119-74-3
COC1=NC(C)=C(Br)C(OC)=N1,149670,COc1nc(C)c(Br)c(OC)n1,7752-70-7
OC(=O)C1=CC(O)=NC2=CC=C(Br)C=C12,173089,O=C(O)c1cc(O)nc2ccc(Br)cc12,5463-29-6
CCOC(=O)C1=C(C)C2=CC(Br)=CC=C2N1,179151,CCOC(=O)c1[nH]c2ccc(Br)cc2c1C,70070-22-3
COC1=CC(=C2N=CC=CC2=C1Br)N(=O)=O,207336,COc1cc([N+](=O)[O-])c2ncccc2c1Br,5347-15-9
CCOC(=O)C1=CC=CN=C1Br,387914,CCOC(=O)c1cccnc1Br,53087-78-8
NNC(=O)C1=C(C2=CC(Br)=CC=C2N1)C1=CC=CC=C1,419807,NNC(=O)c1[nH]c2ccc(Br)cc2c1-c1ccccc1,70070-24-5
NC1=CC=C(Br)C=N1=O,471946,Nc1ccc(Br)c[n+]1[O-],696-15-1
CC1=C2C=CN=CC2=C(C)C2=C1NC1=C2C=C(Br)C=C1,543507,Cc1c2ccncc2c(C)c2c1[nH]c1ccc(Br)cc12,18073-34-2
NC1=NC=NC2=C1C(C#N)=C(Br)N2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,582237,N#Cc1c(Br)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,20201-55-2
NC1=CC=C2C=C(Br)C=NC2=N1,638542,Nc1ccc2cc(Br)cnc2n1,64874-38-0
BrC1=C(C=O)N=C2C=CC=CN12,777349,O=Cc1nc2ccccn2c1Br,59938-40-8
CC1=CC(Br)=NC=N1,906999,Cc1cc(Br)ncn1,69543-98-2
CCOC(=O)C1=CC(=C(Br)S1)N(=O)=O,1116743,CCOC(=O)c1cc([N+](=O)[O-])c(Br)s1,2160-52-3
CC1=CC(Cl)=NC2=C1C=C(Br)C=C2,1240456,Cc1cc(Cl)nc2ccc(Br)cc12,3913-19-7
CSC1=CC=C(Br)S1,1281409,CSc1ccc(Br)s1,86369-96-2
BrC1=CSC=C1C1=CC=CC=C1,1307129,Brc1cscc1-c1ccccc1,23062-41-1
COC(=O)C1=CSC(=C1Br)N(=O)=O,1313700,COC(=O)c1csc([N+](=O)[O-])c1Br,35717-30-7
BrC1=CC(=CS1)C#N,1363809,N#Cc1csc(Br)c1,18792-00-2
OCC1=CC2=CC(Br)=CC=C2S1,1366206,OCc1cc2cc(Br)ccc2s1,13771-72-7
OC(=O)C1=CC=C(S1)C1=CC=C(Br)S1,1375831,O=C(O)c1ccc(-c2ccc(Br)s2)s1,3339-81-9
BrC1=CC=NC=C1I,1422752,Brc1ccncc1I,89167-20-4
CC1=NC2=C(C=CC=C2)C(O)=C1Br,1450845,Cc1nc2ccccc2c(O)c1Br,65673-88-3
OC1=C(F)C=C(Br)C2=C1N=CC=C2,1455337,Oc1c(F)cc(Br)c2cccnc12,38453-31-5
CC1=C(C=C(Br)N=C1)N(=O)=O,1567068,Cc1cnc(Br)cc1[N+](=O)[O-],66092-62-4
BrC1=C(SC2=C1C=CC=C2)C1OCCO1,1578033,Brc1c(C2OCCO2)sc2ccccc12,37412-03-6
CCC1=CN=CC=C1Br,1635408,CCc1cnccc1Br,10168-60-2
ClC1=CC(=CN=C1Br)N(=O)=O,1638439,O=[N+]([O-])c1cnc(Br)c(Cl)c1,22353-41-9
CC(O)C1=CC=CN=C1Br,3538170,CC(O)c1cccnc1Br,84199-57-5
BrC1=CC(C=O)=NC(C=O)=C1,3539102,O=Cc1cc(Br)cc(C=O)n1,128184-01-0
BrC1=CC=C2NC3=C(C=CN=C3C3=NCCC3)C2=C1,3618880,Brc1ccc2[nH]c3c(C4=NCCC4)nccc3c2c1,88704-44-3
NC1=CC=C(Br)N=C1O,4307357,Nc1ccc(Br)nc1O,134577-43-8
BrC1=CC=C2N=C3C=CC=CN3C2=C1,4310994,Brc1ccc2nc3ccccn3c2c1,130594-97-7
COC(=O)C1=C2N=CC=C(Br)C2=CC=C1,4312983,COC(=O)c1cccc2c(Br)ccnc12,132664-48-3
COC1=C(Br)C2=C(NC(=C2)C(O)=O)C=C1,4445977,COc1ccc2[nH]c(C(=O)O)cc2c1Br,92622-97-4
OC1=CC=C(C=C1)C1=CC2=C(O1)C=CC(Br)=C2,5015523,Oc1ccc(-c2cc3cc(Br)ccc3o2)cc1,90178-96-4
BrC1=C(N=CN=C1)C#N,5924336,N#Cc1ncncc1Br,114969-66-3
COC1=CC=C(Br)C2=C1SC=C2,5927876,COc1ccc(Br)c2ccsc12,88791-12-2
OC1=CC=NC2=CC(Br)=CN=C12,5928043,Oc1ccnc2cc(Br)cnc12,97267-60-2
CC1=NC2=C(C=C(Br)C=C2)N=C1,6191633,Cc1cnc2cc(Br)ccc2n1,0
FC(F)(F)C1=NC2=C(C=CC=C2)C(Br)=C1,6723292,FC(F)(F)c1cc(Br)c2ccccc2n1,18706-25-7
CC1=CC=C(C=C1)C(=O)C1=NC(Br)=CC=C1,7091315,Cc1ccc(C(=O)c2cccc(Br)n2)cc1,87848-95-1
CC1=C(Br)C2=C(C=CC=C2)N1S(=O)(=O)C1=CC=CC=C1,7485390,Cc1c(Br)c2ccccc2n1S(=O)(=O)c1ccccc1,177274-66-7
C[Si]1(C)CC[Si](C)(C)N1C1=NC=C(Br)C=C1,7531783,C[Si]1(C)CC[Si](C)(C)N1c1ccc(Br)cn1,183311-60-6
CC1=NC2=C(Br)C=C(F)C(F)=C2C=C1,7636857,Cc1ccc2c(F)c(F)cc(Br)c2n1,131190-82-4
BrC1=CC=C(N=C1)C(=O)OCC1=CC=CC=C1,7640540,O=C(OCc1ccccc1)c1ccc(Br)cn1,188052-14-4
NC(=O)C1=CC(Br)=CN1,7868735,NC(=O)c1cc(Br)c[nH]1,0
BrC1=CC=C(S1)C1=NC2=C(S1)C=CC=C2,7873102,Brc1ccc(-c2nc3ccccc3s2)s1,0
C[Si](C)(C)C#CC1=C(Br)SC=C1,7972363,C[Si](C)(C)C#Cc1ccsc1Br,198489-76-8
BrC1=CC2=C(NC=C2)C(=C1)N(=O)=O,8139934,O=[N+]([O-])c1cc(Br)cc2cc[nH]c12,165669-16-9
ClC(=O)C1=CC(Br)=CC(=N1)C(Cl)=O,8140799,O=C(Cl)c1cc(Br)cc(C(=O)Cl)n1,206647-42-9
CCC1=C(Br)C(Cl)=NC=N1,8309021,CCc1ncnc(Cl)c1Br,141602-27-9
CC1=NC2=C(F)C=C(Br)C=C2C(O)=C1,8411595,Cc1cc(O)c2cc(Br)cc(F)c2n1,0
CC1=C(Br)C=C(S1)C#N,8541579,Cc1sc(C#N)cc1Br,0
CC(=O)OC[C@@H]1O[C@@H]([C@@H](OC(C)=O)[C@H]1OC(C)=O)N1C(Br)=NC2=CC(Cl)=C(Cl)C=C12,8652662,CC(=O)OC[C@@H]1O[C@H](n2c(Br)nc3cc(Cl)c(Cl)cc32)[C@@H](OC(C)=O)[C@H]1OC(C)=O,176161-18-5
BrC1=CC(CC#N)=CC=N1,8678288,N#CCc1ccnc(Br)c1,312325-74-9
OC(=O)C1=CC(Br)=C2N=CC=CC2=C1,8685242,O=C(O)c1cc(Br)c2ncccc2c1,791632-21-8
CC1=NC2=CC=C(Br)C=C2C(Cl)=N1,8764591,Cc1nc(Cl)c2cc(Br)ccc2n1,0
BrC1=C2C=N(=O)C=CC2=CC=C1,9119660,[O-][n+]1ccc2cccc(Br)c2c1,475994-58-2
COC1=CC=C(C=C1)C1=CC(Br)=CN=C1,9121708,COc1ccc(-c2cncc(Br)c2)cc1,452972-07-5
ClC1=C(C=NC2=CC(Br)=CC=C12)C#N,9326937,N#Cc1cnc2cc(Br)ccc2c1Cl,364793-57-7
CCOC(=O)C1=CC(Br)=CN1C(=O)OC(C)(C)C,9329783,CCOC(=O)c1cc(Br)cn1C(=O)OC(C)(C)C,516465-80-8
CC(C)(OCOCC[Si](C)(C)C)C1=CC=C(Br)C=N1,9402204,CC(C)(OCOCC[Si](C)(C)C)c1ccc(Br)cn1,552287-64-6
BrC1=CN=CC(=C1)C1=CSC=C1,9477377,Brc1cncc(-c2ccsc2)c1,286007-27-0
CC1=C(Br)C=C(S1)C1=CC=C(C=O)C=C1,9480817,Cc1sc(-c2ccc(C=O)cc2)cc1Br,550348-56-6
CC1=C(Br)C=C(S1)C1=CC=C(C=C1)C1OCCO1,9489267,Cc1sc(-c2ccc(C3OCCO3)cc2)cc1Br,550348-57-7
NC1=C(N=C(Br)C=N1)C1=CC=C(C=C1)C(F)(F)F,9634468,Nc1ncc(Br)nc1-c1ccc(C(F)(F)F)cc1,625848-14-8
CC1=NC(=NO1)C1=CC=C(Br)C=N1,9902111,Cc1nc(-c2ccc(Br)cn2)no1,380380-61-0
BrC1=NC(=CC=C1)C#CC1=CC=CC=C1,10065674,Brc1cccc(C#Cc2ccccc2)n1,0
CC1=C(Br)C=C(S1)C1=CC=C(F)C=C1,10066136,Cc1sc(-c2ccc(F)cc2)cc1Br,0
C[C@H](N)C1=NC(Br)=CC=C1,10152345,C[C@H](N)c1cccc(Br)n1,0
BrC1=C2N=C(C=CC2=CC=C1)C1=CC=CC=C1,10252942,Brc1cccc2ccc(-c3ccccc3)nc12,871507-80-1
CN1C=C(C=O)C2=C1C=CC=C2Br,10336163,Cn1cc(C=O)c2c(Br)cccc21,338760-45-5
CC1=C2N=C(N)N=NC2=CC(Br)=C1,10537819,Cc1cc(Br)cc2nnc(N)nc12,867330-26-5
CC1=C2N=C(N)N=N(=O)C2=CC(Br)=C1,10538063,Cc1cc(Br)cc2c1nc(N)n[n+]2[O-],677297-87-9
BrC1=CC2=C(NN=C2C2=CC=CC=C2)N=C1,11034570,Brc1cnc2[nH]nc(-c3ccccc3)c2c1,882029-94-9
CCOC(=O)CC1=COC2=C1C=C(Br)C=C2,11112629,CCOC(=O)Cc1coc2ccc(Br)cc12,200204-85-9
BrC1=CC=C2N=C(C=CC2=C1)N1CCOCC1,11443327,Brc1ccc2nc(N3CCOCC3)ccc2c1,0
CCNC(=O)C1=C(N)C2=C(N=N1)C(Br)=CC=C2,11448742,CCNC(=O)c1nnc2c(Br)cccc2c1N,942439-76-1
NC(=O)C1=C(F)C(OCC2=NC3=C(S2)C=CC(Br)=C3)=CC=C1F,11728561,NC(=O)c1c(F)ccc(OCc2nc3cc(Br)ccc3s2)c1F,951120-17-5
OCC1CC(=NO1)C1=CC=C(Br)C=N1,12132946,OCC1CC(c2ccc(Br)cn2)=NO1,501939-53-3
CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Br)S1,12417021,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)s1,869891-72-5
COC1=C(OC)C=C2C(Br)=CN=NC2=C1,12540015,COc1cc2nncc(Br)c2cc1OC,879014-17-2
CNC1=NC=C(Br)C=C1C,13174211,CNc1ncc(Br)cc1C,245765-66-6
CC1=CC=C(C=C1)S(=O)(=O)N1C2=C(C=CC=C2)C2=C1C=C(Br)C=C2,13257831,Cc1ccc(S(=O)(=O)n2c3ccccc3c3ccc(Br)cc32)cc1,0
CC1=C(C(Br)=NC=C1)N(=O)=O,13435178,Cc1ccnc(Br)c1[N+](=O)[O-],0
FC(F)(F)C1=C(Br)C(C#N)=C(N1CBr)C1=CC=C(Cl)C=C1,13468721,N#Cc1c(Br)c(C(F)(F)F)n(CBr)c1-c1ccc(Cl)cc1,0
CCOC(=O)C1=C(N)SC2=CC(Br)=CC=C12,13743832,CCOC(=O)c1c(N)sc2cc(Br)ccc12,221061-08-1
CC1=C(C)C2=C(N1)N=CC(Br)=C2,13755584,Cc1[nH]c2ncc(Br)cc2c1C,145934-65-2
FC(F)(F)S(=O)(=O)OC1=CC=NC2=CC(Br)=CC=C12,14277085,O=S(=O)(Oc1ccnc2cc(Br)ccc12)C(F)(F)F,700871-86-9
CCNC(=O)C1=NOC(=C1Br)C1=C(OCC2=CC=CC=C2)C=C(OCC2=CC=CC=C2)C(Cl)=C1,14291371,CCNC(=O)c1noc(-c2cc(Cl)c(OCc3ccccc3)cc2OCc2ccccc2)c1Br,747413-06-5
COC1=C(Br)C=C2C=CN=C(Cl)C2=C1,14292500,COc1cc2c(Cl)nccc2cc1Br,758710-74-6
CN(C)C(=O)C1=CN=CC(Br)=C1,14341280,CN(C)C(=O)c1cncc(Br)c1,292170-96-8
CCNC1=C(N)C(Cl)=NC=C1Br,14357722,CCNc1c(Br)cnc(Cl)c1N,842144-03-0
COC(=O)C1=C(NC(N)=O)SC(Br)=C1,14378931,COC(=O)c1cc(Br)sc1NC(N)=O,845889-21-6
COC(=O)C1=C(NC(=O)NC(=O)C(Cl)(Cl)Cl)SC(Br)=C1,14379073,COC(=O)c1cc(Br)sc1NC(=O)NC(=O)C(Cl)(Cl)Cl,845889-20-5
COC(=O)C1=NOC(C)=C1Br,14382845,COC(=O)c1noc(C)c1Br,850832-54-1
CN1N=C(I)C2=C1C=CC(Br)=C2,14456881,Cn1nc(I)c2cc(Br)ccc21,865156-34-9
COC(=O)C1=C(OC)C=C(Br)S1,14475360,COC(=O)c1sc(Br)cc1OC,181063-64-9
CCOC(=O)C1=C(Br)C2=CC(OC)=CC=C2N=C1,14513155,CCOC(=O)c1cnc2ccc(OC)cc2c1Br,872714-50-6
COC1=CC=C2N=CC(NC(=O)OC(C)(C)C)=C(Br)C2=N1,14513209,COc1ccc2ncc(NC(=O)OC(C)(C)C)c(Br)c2n1,0
NC1=NC(O)=CC=C1Br,14652411,Nc1nc(O)ccc1Br,511541-62-1
COC1=CC(Br)=CC2=C1C=CN2,15486237,COc1cc(Br)cc2[nH]ccc12,393553-57-6
NNC1=NC2=CC(Br)=CC=C2N=C1,15531339,NNc1cnc2ccc(Br)cc2n1,145369-92-2
CCC1=CC(Br)=CC(CC)=N1,15537226,CCc1cc(Br)cc(CC)n1,877133-54-5
OC1=CC(Br)=CC2=CN=C(Cl)N=C12,15583943,Oc1cc(Br)cc2cnc(Cl)nc12,1036757-57-9
COC1=CC=C(C=C1)C1=C(Br)SC(CBr)=N1,15588882,COc1ccc(-c2nc(CBr)sc2Br)cc1,951122-77-3
FC(F)(F)C1=CC2=C(N1)C=CC=C2Br,15590361,FC(F)(F)c1cc2c(Br)cccc2[nH]1,955978-75-3
COCC1=NC2=C(C=C(C(Br)=C2)C(F)(F)F)N1C,15626565,COCc1nc2cc(Br)c(C(F)(F)F)cc2n1C,1007374-34-6
CC(C)NC1=NC(Br)=CN=C1N,18319087,CC(C)Nc1nc(Br)cnc1N,1021918-33-1
CCNC(=O)NC1=CC(Br)=CC=N1,18339443,CCNC(=O)Nc1cc(Br)ccn1,1031432-46-8
COC1=CC(Br)=C2C=NNC2=C1,18480182,COc1cc(Br)c2cn[nH]c2c1,885520-83-2
CC(C)(C)OC(=O)N1CCN(CC1)C1=C2C(Br)=CNC2=NC=N1,18649531,CC(C)(C)OC(=O)N1CCN(c2ncnc3[nH]cc(Br)c23)CC1,1072027-36-1
CCOC(=O)C1=C(CCC(O)=O)C2=C(N1)C(Br)=CC=C2,18654844,CCOC(=O)c1[nH]c2c(Br)cccc2c1CCC(=O)O,1073067-96-5
FC1=CC(COC2=CC=C(NC3=NC=NC4=CC=C(Br)C=C34)C=C2Cl)=CC=C1,18655454,Fc1cccc(COc2ccc(Nc3ncnc4ccc(Br)cc34)cc2Cl)c1,944549-41-1
OCC1=CC2=CC=C(Br)C=C2O1,19115565,OCc1cc2ccc(Br)cc2o1,1089682-06-3
NC1=NC=CC(Br)=C1C#N,19182349,N#Cc1c(Br)ccnc1N,1152617-15-6
BrC1=CC=C(OCC2CC2)C=N1,19354706,Brc1ccc(OCC2CC2)cn1,1177269-06-5
CC(C)[Si](C(C)C)(C(C)C)C1=CC=C(Br)S1,19404155,CC(C)[Si](c1ccc(Br)s1)(C(C)C)C(C)C,949516-61-4
FC1=CC=C(C=C1)N1C=C(Br)C=N1,19460925,Fc1ccc(-n2cc(Br)cn2)cc1,957062-56-5
OC1=CC(Br)=C(Cl)N=C1N(=O)=O,19512789,O=[N+]([O-])c1nc(Cl)c(Br)cc1O,1131041-71-8
COC1=CC(=CN=C1N)C1=C(Br)OC(=N1)C1=CC=C(F)C=C1,19560623,COc1cc(-c2nc(-c3ccc(F)cc3)oc2Br)cnc1N,1188301-84-9
OC(=O)C1=C(Br)SC(=C1)C1=CC=CC=C1,19669733,O=C(O)c1cc(-c2ccccc2)sc1Br,1187467-82-8
OC1=C2C=CC(Br)=CC2=NC=N1,19729375,Oc1ncnc2cc(Br)ccc12,194851-16-6
