raw_SMILES,reaxys_id,SMILES,cas_number
FC1=CC(Br)=CN=C1N(=O)=O,26501722,O=[N+]([O-])c1ncc(Br)cc1F,1532517-95-5
BrC1=NC2=C(NC=C2)C=C1,27721862,Brc1ccc2[nH]ccc2n1,0
NC1=CN=C(OC2=C(F)C=C(F)C=C2)C(Br)=C1,28011238,Nc1cnc(Oc2ccc(F)cc2F)c(Br)c1,0
FC(F)(F)COC1=CC=C(Br)N=C1,28667727,FC(F)(F)COc1ccc(Br)nc1,0
CC(C)C1=C2C=C(Br)C=CC2=NN1C,29195475,CC(C)c1c2cc(Br)ccc2nn1C,0
COC1=CC=CC(=C1)N1C=C(Br)C=N1,29328277,COc1cccc(-n2cc(Br)cn2)c1,0
OC[C@H]1O[C@H](SC2=CC(Br)=CN=C2)[C@H](O)[C@H]([C@H]1O)N1C=C(N=N1)C1=CC(F)=C(F)C(F)=C1,29839065,OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,0
COCCN1C(Br)=NC2=CC=CC=C12,30304782,COCCn1c(Br)nc2ccccc21,0
COC1=CC=C(CN(CC2=CC=C(OC)C=C2)C2=NC(Br)=CC(C)=C2)C=C1,35791833,COc1ccc(CN(Cc2ccc(OC)cc2)c2cc(C)cc(Br)n2)cc1,0
CC(=O)NC1=NC=C(Br)S1,4989,CC(=O)Nc1ncc(Br)s1,7336-54-1
CC1=C(Br)C=CC(O)=N1,114128,Cc1nc(O)ccc1Br,54923-31-8
OC(=O)C1=COC(Br)=C1,114173,O=C(O)c1coc(Br)c1,58832-36-3
CC1=NC2=CC(Br)=CC=C2C=C1,115400,Cc1ccc2ccc(Br)cc2n1,4965-34-8
NC1=CC(Br)=CN=C1C#N,127296,N#Cc1ncc(Br)cc1N,573675-27-1
CC1=C(C=C(Br)C(O)=N1)N(=O)=O,153307,Cc1nc(O)c(Br)cc1[N+](=O)[O-],874493-25-1
CC1=NOC(N)=C1Br,970735,Cc1noc(N)c1Br,33084-49-0
BrC1=NSC=C1,1209550,Brc1ccsn1,55512-82-8
OCC1=CC2=CC(Br)=CC=C2O1,1366149,OCc1cc2cc(Br)ccc2o1,38220-77-8
COC1=C(Br)C=C(C=O)C=N1,1450906,COc1ncc(C=O)cc1Br,65873-73-6
FC(F)(F)C1=NNC(Br)=C1,1566212,FC(F)(F)c1cc(Br)[nH]n1,19968-16-2
BrC1=CC=C(S1)C1OCCO1,1619281,Brc1ccc(C2OCCO2)s1,52157-62-7
CN1N=C(Br)C2=C(N)N=CN=C12,4424757,Cn1nc(Br)c2c(N)ncnc21,83255-87-2
BrC1=CC=CN=C1CC#N,4971388,N#CCc1ncccc1Br,122851-60-9
BrC1=CNN=C1N(=O)=O,4980559,O=[N+]([O-])c1n[nH]cc1Br,89717-64-6
BrC1=CC2=C(NC3=C2C=CC=C3)C2=C1C=CC=C2,5025901,Brc1cc2c3ccccc3[nH]c2c2ccccc12,111181-01-2
BrC1=CC2=C(C=C(N2)C=O)C=C1,5506175,O=Cc1cc2ccc(Br)cc2[nH]1,105191-12-6
CCCCC1=C(Br)SC=C1,5860870,CCCCc1ccsc1Br,145543-82-4
CCOC(=O)NC1=C(N=CC(Br)=C1)N(=O)=O,6334443,CCOC(=O)Nc1cc(Br)cnc1[N+](=O)[O-],152684-25-8
CN(C)C1=NC=CC(Br)=C1,7126716,CN(C)c1cc(Br)ccn1,0
BrC1=C(SC(=C1)C1=CC=CS1)C1=CC=CS1,7176008,Brc1cc(-c2cccs2)sc1-c1cccs1,105125-00-6
BrC1=CC=C(C=N1)C1OCCO1,8254334,Brc1ccc(C2OCCO2)cn1,220904-17-6
COC(=O)C1=C(F)C(Br)=CS1,8974850,COC(=O)c1scc(Br)c1F,395664-56-9
CNC1=CC=C(C=C1)C1=NC2=CC=C(Br)C=C2S1,9488987,CNc1ccc(-c2nc3ccc(Br)cc3s2)cc1,566169-98-0
OC1=CC2=C(OC(=N2)C2=CC(F)=C(O)C=C2)C(Br)=C1,9783603,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1,544704-73-6
NC1=NC=CC2=C1C(Br)=CS2,10531524,Nc1nccc2scc(Br)c12,799293-85-9
BrCC1=CN=C(Br)S1,11300157,BrCc1cnc(Br)s1,131748-91-9
OC1CCN(CC1)C1=CC=C(Br)C=N1,11618437,OC1CCN(c2ccc(Br)cn2)CC1,149806-52-0
OC(=O)C1=CC2=C(N1)C=NC(Br)=C2,11686112,O=C(O)c1cc2cc(Br)ncc2[nH]1,0
CN1C2=CC(\C=C\C(O)=O)=CC=C2N=C1C1(CCC1)NC(=O)C1=CC2=C(C=C1)C(C1CCCC1)=C(N2C)C1=NC=C(Br)C=N1,12379742,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,0
ClC1=NC=CN2C(=NC(Br)=C12)C1CC(=O)C1,12900079,O=C1CC(c2nc(Br)c3c(Cl)nccn23)C1,936901-73-4
OC1=NC=C(Br)C=C1F,13755301,Oc1ncc(Br)cc1F,0
ClC1=C(Br)C=C(S1)C=O,13904455,O=Cc1cc(Br)c(Cl)s1,390360-90-4
ClC(=O)C1=CC=C(Br)N=C1,14227004,O=C(Cl)c1ccc(Br)nc1,740841-42-3
COCCCOC1=C(OC)N=CC(Br)=C1,14456908,COCCCOc1cc(Br)cnc1OC,865156-71-4
COC1=NC2=C(Br)C=CN=C2C=C1,15036270,COc1ccc2nccc(Br)c2n1,881658-92-0
CC1=CC=C(C=C1)S(=O)(=O)N1C=C(Br)C2=CN=CN=C12,15491884,Cc1ccc(S(=O)(=O)n2cc(Br)c3cncnc32)cc1,934178-96-8
FC(F)(F)C1=CC=C(Br)S1,19184914,FC(F)(F)c1ccc(Br)s1,143469-22-1
CC1=C(Br)C=C(S1)C1OCCO1,19202814,Cc1sc(C2OCCO2)cc1Br,479196-49-1
NC1=CNC2=NC=C(Br)C(F)=C12,19440874,Nc1c[nH]c2ncc(Br)c(F)c12,1172068-36-8
BrC1=CC2=C(C=C1)N(C=N2)C1CCCCO1,20139813,Brc1ccc2c(c1)ncn2C1CCCCO1,1214899-89-4
COC(=O)C1=CC(Br)=NC(C)=C1,20361427,COC(=O)c1cc(C)nc(Br)c1,884494-71-7
CC(C)(C)OC(=O)NC1(CC1)C1=NC=C(Br)C=C1,22023945,CC(C)(C)OC(=O)NC1(c2ccc(Br)cn2)CC1,828911-20-2
FC(F)C(=O)C1=CNC2=C1C=C(Br)C=C2,22510016,O=C(c1c[nH]c2ccc(Br)cc12)C(F)F,1367877-09-5
C[C@@](CO[C@](C)(C(N)=O)C(F)(F)F)(NS(=O)(=O)C1=CC=C(C=C1)N(=O)=O)C1=C(F)C=CC(Br)=N1,22673720,C[C@@](CO[C@](C)(C(N)=O)C(F)(F)F)(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1nc(Br)ccc1F,1387561-16-1
FC1=CC(Br)=CC2=C1C=CN2,23237152,Fc1cc(Br)cc2[nH]ccc12,885520-59-2
NC1=C(Br)C(Cl)=NC=N1,23483365,Nc1ncnc(Cl)c1Br,663193-80-4
CCOC(=O)C1=NC=C(Br)C=N1,23918511,CCOC(=O)c1ncc(Br)cn1,1197193-30-8
OC(=O)C1=CC2=C(Br)C=NC=C2C=C1,27486968,O=C(O)c1ccc2cncc(Br)c2c1,0
CC(C)(C)C(=O)OC1CC(O)(C1)C1=NC=C(Br)C=N1,28266098,CC(C)(C)C(=O)OC1CC(O)(c2ncc(Br)cn2)C1,0
BrC1=CC=CC2=C1SC1=C2C=CC=C1C1=CC=CC=C1,30034365,Brc1cccc2c1sc1c(-c3ccccc3)cccc12,0
CC(C)NC1=C(C=NC2=CC=C(Br)C=C12)C(O)=O,31033111,CC(C)Nc1c(C(=O)O)cnc2ccc(Br)cc12,0
O\N=C\C1=C2N=CC=NC2=C(Br)C=C1,31610653,O/N=C/c1ccc(Br)c2nccnc12,0
COC1=C(C=O)N=CC(Br)=N1,37700477,COc1nc(Br)cnc1C=O,0
BrC1=CNN=C1C1=CC=CC=C1,4071,Brc1c[nH]nc1-c1ccccc1,13808-65-6
CN1N=C(C(O)=O)C(Br)=C1C,127625,Cc1c(Br)c(C(=O)O)nn1C,5775-91-7
BrC1=CC=C2N=C(C=O)C=CC2=C1,128501,O=Cc1ccc2cc(Br)ccc2n1,98948-91-5
ClC(=O)C(=O)C1=CNC2=CC(Br)=CC=C12,398913,O=C(Cl)C(=O)c1c[nH]c2cc(Br)ccc12,108061-76-3
BrC1=CC=C(OCC2=CC=CC=C2)N=C1OCC1=CC=CC=C1,434783,Brc1ccc(OCc2ccccc2)nc1OCc1ccccc1,16727-47-2
BrC1=CN=CC(NS(=O)(=O)C2=CC=CC=C2)=C1,481103,O=S(=O)(Nc1cncc(Br)c1)c1ccccc1,1084-12-4
CC1=C(Br)C=NC2=C1N=CN2,512304,Cc1c(Br)cnc2[nH]cnc12,91996-63-3
NC1=C(Br)C(=NN1)C1=CC=CC=C1,642338,Nc1[nH]nc(-c2ccccc2)c1Br,70081-28-6
BrC1=C2SC=NC2=CC=C1,1100893,Brc1cccc2ncsc12,767-70-4
COC(=O)CC1=CC=C(Br)S1,1681827,COC(=O)Cc1ccc(Br)s1,67137-56-8
BrCC1=CC(Br)=CC(CBr)=N1,3540426,BrCc1cc(Br)cc(CBr)n1,106967-42-4
OCC1=CC(Br)=CC(CO)=N1,3540553,OCc1cc(Br)cc(CO)n1,120491-88-5
NC1=NC=NC2=C1C(Br)=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3626457,Nc1ncnc2c1c(Br)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,21193-80-6
ClC(=O)C1=C(Cl)C2=CC=C(Br)C=C2S1,4434215,O=C(Cl)c1sc2cc(Br)ccc2c1Cl,75212-27-0
BrC1=CC=C2N(C=CC2=C1)S(=O)(=O)C1=CC=CC=C1,4470150,O=S(=O)(c1ccccc1)n1ccc2cc(Br)ccc21,118757-11-2
OC1=CC2=C(C=C1)C(=CN2)C(=O)C1=NC(=CN1)C1=CNC2=C1C=CC(Br)=C2,4767401,O=C(c1nc(-c2c[nH]c3cc(Br)ccc23)c[nH]1)c1c[nH]c2cc(O)ccc12,112515-44-3
FC1=CC=NC=C1Br,4960263,Fc1ccncc1Br,116922-60-2
CC1=CNC2=C(Br)C=CC=C12,4975296,Cc1c[nH]c2c(Br)cccc12,86915-22-2
COC(=O)C1=CSC(Br)=C1,6190553,COC(=O)c1csc(Br)c1,88770-19-8
SC1=C(Br)C=NC=C1,7088308,Sc1ccncc1Br,0
CC1=NC2=C(N1)N=CC(Br)=C2,8139024,Cc1nc2cc(Br)cnc2[nH]1,0
BrC1=C(I)C=CC=N1,8478050,Brc1ncccc1I,265981-13-3
ClC1=CC2=C(NC=C2)C(Br)=C1,8680019,Clc1cc(Br)c2[nH]ccc2c1,292636-08-9
CC1=C(I)N=CC(Br)=C1,9995151,Cc1cc(Br)cnc1I,376587-52-9
ClC1=NC2=C(C=C(Br)C=C2)C(Cl)=C1,10156987,Clc1cc(Cl)c2cc(Br)ccc2n1,406204-90-8
NC1=NNC2=C1C(Br)=CC=C2,10532945,Nc1n[nH]c2cccc(Br)c12,0
COC(=O)C1=C(NC(=O)C(F)(F)F)C=C(Br)S1,11011267,COC(=O)c1sc(Br)cc1NC(=O)C(F)(F)F,852330-31-5
CCOP(=O)(CC1=CC=C(Br)C=N1)OCC,11254026,CCOP(=O)(Cc1ccc(Br)cn1)OCC,380893-73-2
OC(C1=NC=C(Br)C=C1)C(F)(F)F,11336902,OC(c1ccc(Br)cn1)C(F)(F)F,0
COC1=NC=C(Br)C(OC)=C1,13767078,COc1cc(OC)c(Br)cn1,52606-07-2
OC(=O)C1=CC2=CC=C(Br)C=C2O1,14198701,O=C(O)c1cc2ccc(Br)cc2o1,439107-94-5
OC1=CC2=C(C=C1)N=C(Br)S2,14344156,Oc1ccc2nc(Br)sc2c1,808755-67-1
NC1=CC=C(Br)N=C1F,14382368,Nc1ccc(Br)nc1F,850220-97-2
CN1N=C(C(O)=O)C2=C1C=C(Br)C=C2,15467387,Cn1nc(C(=O)O)c2ccc(Br)cc21,1021859-29-9
CCOC(=O)C1=NOC(Br)=C1C,15482677,CCOC(=O)c1noc(Br)c1C,854015-42-2
BrC1=NN(C2=C1C=C(C=C2)N(=O)=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,15512360,O=[N+]([O-])c1ccc2c(c1)c(Br)nn2C(c1ccccc1)(c1ccccc1)c1ccccc1,942189-39-1
BrC1=CC(I)=C2NN=CC2=C1,15587215,Brc1cc(I)c2[nH]ncc2c1,953410-86-1
CCOC(=O)C1=NN=C(Br)O1,15611231,CCOC(=O)c1nnc(Br)o1,916889-45-7
COC(=O)C1=C2NC=CC2=CC(Br)=C1,15696525,COC(=O)c1cc(Br)cc2cc[nH]c12,860624-89-1
CCOC(=O)C1=C(Br)SC(C)=N1,19634090,CCOC(=O)c1nc(C)sc1Br,1047675-70-6
COC(=O)C1=C(Br)C=CN1S(=O)(=O)C1=CC=CC=C1,19872972,COC(=O)c1c(Br)ccn1S(=O)(=O)c1ccccc1,1192217-76-7
CN1N=C(C)C(=C1Br)C1=C(Cl)C=C(F)C=C1,19921347,Cc1nn(C)c(Br)c1-c1ccc(F)cc1Cl,1193511-97-5
CNC(=O)NC1=NC2=CC=C(Br)C=C2S1,20049489,CNC(=O)Nc1nc2ccc(Br)cc2s1,1187453-84-4
COC(=O)C1=NN(C)C(Br)=C1,20243159,COC(=O)c1cc(Br)n(C)n1,1222174-92-6
CNC1=CC(Br)=NC=C1N(=O)=O,20538969,CNc1cc(Br)ncc1[N+](=O)[O-],1234014-33-5
CCOC1=CC(Br)=CN=C1Cl,20673254,CCOc1cc(Br)cnc1Cl,1241752-29-3
OCC1=C(F)C=C(Br)C=N1,21331911,OCc1ncc(Br)cc1F,1206968-92-4
CC(C)(C)OC(=O)N1CCC(O)(CC1)C1=NC(Br)=CS1,21760284,CC(C)(C)OC(=O)N1CCC(O)(c2nc(Br)cs2)CC1,1313009-82-3
CN1N=C(C)C(Br)=C1CO,22001155,Cc1nn(C)c(CO)c1Br,1374868-77-5
CC1=CC2=C(NN=C2)C=C1Br,22261442,Cc1cc2cn[nH]c2cc1Br,1337530-20-7
CC1=C(Br)C=C(Cl)C=N1,22623201,Cc1ncc(Cl)cc1Br,131036-39-0
COC(=O)C1=NN(C)C2=CC=C(Br)C=C12,22668238,COC(=O)c1nn(C)c2ccc(Br)cc12,1363381-41-2
CC(=O)N1N=CC2=NC=C(Br)C=C12,22809577,CC(=O)n1ncc2ncc(Br)cc21,1383735-65-6
FC1=CC=C(F)C(Br)=N1,22860550,Fc1ccc(F)c(Br)n1,1382786-22-2
COC(=O)C1=CNC2=NC=C(Br)N=C12,23383372,COC(=O)c1c[nH]c2ncc(Br)nc12,1422772-79-9
CCOC(=O)C1=CN(C(C)C)C(Br)=N1,23820278,CCOC(=O)c1cn(C(C)C)c(Br)n1,1448869-67-7
BrC1=CC2=C(C=C1)N=CN2C1CCOCC1,23846705,Brc1ccc2ncn(C3CCOCC3)c2c1,1245649-58-4
COC(=O)C1=CC=C(Br)C(O)=N1,24594000,COC(=O)c1ccc(Br)c(O)n1,0
OC1(CC(=O)C1)C1=NC=C(Br)C=N1,28266102,O=C1CC(O)(c2ncc(Br)cn2)C1,0
BrC1=CC=C2C(NC3=C2C=NC=C3)=N1,28409186,Brc1ccc2c(n1)[nH]c1ccncc12,0
COC1=C2N(C)N=NC2=C(C)C(Br)=C1,28440603,COc1cc(Br)c(C)c2nnn(C)c12,0
CN(C)CCCOC1=NC(F)=C(Br)C=C1,28927543,CN(C)CCCOc1ccc(Br)c(F)n1,0
FC1=C(C=C(Br)C=N1)N1CCOCC1,29274474,Fc1ncc(Br)cc1N1CCOCC1,0
NC1=NC=C(Br)C(=N1)C(F)F,29758639,Nc1ncc(Br)c(C(F)F)n1,0
BrC1=NC2=C(C=C1)N(N=C2)C1CCCCO1,30456303,Brc1ccc2c(cnn2C2CCCCO2)n1,0
CC1=NC=C(Br)C=C1F,31978805,Cc1ncc(Br)cc1F,0
BrC1=C2C=CC=CC2=C2C(OC3=CC=CC=C23)=C1,36239806,Brc1cc2oc3ccccc3c2c2ccccc12,0
BrC1=NNC2=C1C=CC(=C2)N(=O)=O,13848,O=[N+]([O-])c1ccc2c(Br)n[nH]c2c1,70315-68-3
CN1N=CC(Br)=C1C,110624,Cc1c(Br)cnn1C,5775-86-0
OCC1=CC=C(Br)O1,111343,OCc1ccc(Br)o1,27230-58-6
NC1=C(N)C(Br)=CN=C1,121089,Nc1cncc(Br)c1N,4635-08-9
ClC1=CC=C2C(Br)=CC=NC2=C1,125361,Clc1ccc2c(Br)ccnc2c1,98519-65-4
OC(=O)C1=NC2=CC=CC=C2C(Br)=C1,148823,O=C(O)c1cc(Br)c2ccccc2n1,209003-46-3
CC1=NC=CC2=C1NC1=CC=C(Br)C=C21,170628,Cc1nccc2c1[nH]c1ccc(Br)cc12,18813-71-3
BrC1=NNC2=C1C=CC=N2,510360,Brc1n[nH]c2ncccc12,68618-36-0
ClC1=NC=CC2=C1C(Br)=CS2,1211770,Clc1nccc2scc(Br)c12,29064-82-2
OCC1=C(Br)C=CS1,1363661,OCc1sccc1Br,70260-17-2
CN(C)C1=CC=CC(Br)=N1,4968079,CN(C)c1cccc(Br)n1,112575-13-0
[H][C@](N)(CC1=CNC2=C1C=CC=C2Br)C(O)=O,5032811,N[C@@H](Cc1c[nH]c2c(Br)cccc12)C(=O)O,75816-19-2
BrC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(S1)C=O,7168475,O=Cc1ccc(-c2ccc(-c3ccc(Br)s3)s2)s1,161726-69-8
BrC1=CC=CC2=C1NC=C2C=O,7346184,O=Cc1c[nH]c2c(Br)cccc12,115666-21-2
NC1=C(Cl)N=C(Br)C=C1,7422255,Nc1ccc(Br)nc1Cl,169833-70-9
CN1N=CC(Br)=C1N,7579192,Cn1ncc(Br)c1N,0
[H][C@]1(CCCN1C)C1=CN=CC(Br)=C1,7621963,CN1CCC[C@H]1c1cncc(Br)c1,71606-34-3
NC1=NC=CC(=N1)C1=CNC2=C1C=C(Br)C=C2,8557730,Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1,0
CC(=O)C1=NC=CC=C1Br,8614134,CC(=O)c1ncccc1Br,0
BrC1=CC2=C(NC=C2C(=O)[C@H]2CCCN2C(=O)OCC2=CC=CC=C2)C=C1,9515815,O=C(c1c[nH]c2ccc(Br)cc12)[C@H]1CCCN1C(=O)OCc1ccccc1,143322-56-9
COC(=O)C(C)(C)C1=NC=C(Br)C=C1,10154151,COC(=O)C(C)(C)c1ccc(Br)cn1,0
FC1=CC(F)=C(OC2=CC3=C(NN=C3)C=C2Br)C=C1,11503936,Fc1ccc(Oc2cc3cn[nH]c3cc2Br)c(F)c1,765914-74-7
COC1=NC=C(N)C=C1Br,13832030,COc1ncc(N)cc1Br,0
NC(=O)C1=C(N)C=C(Br)S1,14282061,NC(=O)c1sc(Br)cc1N,494833-79-3
CC1=NC2=C(C=CC(Br)=C2)N1C1=CC=CC=C1,14474536,Cc1nc2cc(Br)ccc2n1-c1ccccc1,760212-69-9
CN(CC1=CNC(Br)=C1)C(=O)OC(C)(C)C,14538482,CN(Cc1c[nH]c(Br)c1)C(=O)OC(C)(C)C,881678-16-6
BrC1=CC=C(N=C1)C1=CC=C(C=C1)C#N,14541302,N#Cc1ccc(-c2ccc(Br)cn2)cc1,916653-46-8
OC(=O)C1=CC=C(Br)C2=CC=CN=C12,15494432,O=C(O)c1ccc(Br)c2cccnc12,928839-62-7
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)OCC(=O)C1=CC=C(Br)N=C1,15627794,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)OCC(=O)c1ccc(Br)nc1,1007882-71-4
OC(=O)C1=CC2=CC(Br)=CC=C2N=C1,18321097,O=C(O)c1cnc2ccc(Br)cc2c1,798545-30-9
CCOC(=O)C1=C(CCCO)C2=C(N1)C(Br)=CC=C2,18654843,CCOC(=O)c1[nH]c2c(Br)cccc2c1CCCO,1073067-97-6
CS(=O)(=O)NC1=CC(Br)=CN=C1Cl,19185731,CS(=O)(=O)Nc1cc(Br)cnc1Cl,1010120-58-7
CCOC(=O)C1=C(N(N=C1)C1=NC(Br)=CC=C1)C(F)(F)F,19200492,CCOC(=O)c1cnn(-c2cccc(Br)n2)c1C(F)(F)F,1158984-41-8
FC1=CC=C(Br)N=C1CBr,19811562,Fc1ccc(Br)nc1CBr,1187836-89-0
BrC1=CN=C(OCC2CC2)C=C1,20181973,Brc1ccc(OCC2CC2)nc1,494772-02-0
C[Si](C)(C)CCOCN1C=CC2=C1N=CC(Br)=C2Cl,21280088,C[Si](C)(C)CCOCn1ccc2c(Cl)c(Br)cnc21,1092579-89-9
BrC1=CC2=C(C=C1)N(C1=C2C=CC=C1)C1=CC=CC2=C1SC1=C2C=CC=C1,21881432,Brc1ccc2c(c1)c1ccccc1n2-c1cccc2c1sc1ccccc12,1345970-20-8
CCC1=CNC2=C1C=C(Br)C=C2,21917771,CCc1c[nH]c2ccc(Br)cc12,1346706-71-5
ClC1=NC2=CC(Br)=CN=C2C(Cl)=N1,22485352,Clc1nc(Cl)c2ncc(Br)cc2n1,1215074-41-1
ClC1=NC=C2C(Br)=CNC2=N1,23555314,Clc1ncc2c(Br)c[nH]c2n1,1060816-58-1
COC1=C(C=C(Cl)C=C1)C1=C(NC(=O)C2=C3N=CC=CN3N=C2)SC(Br)=N1,26455101,COc1ccc(Cl)cc1-c1nc(Br)sc1NC(=O)c1cnn2cccnc12,1260164-28-0
COC1=NC=C(Br)C2=C1N=CC=N2,26760279,COc1ncc(Br)c2nccnc12,1590409-72-5
BrC1=CC2=C(C=C1)C(=NC=C2)C#N,26872088,N#Cc1nccc2cc(Br)ccc12,1082674-24-5
CC(C)(C)OC(=O)N[C@@H](CC=C)C1=CC(Br)=CN=C1,28603725,C=CC[C@H](NC(=O)OC(C)(C)C)c1cncc(Br)c1,0
CCS(=O)(=O)C1=CC(Br)=CN=C1C(=O)CBr,29641369,CCS(=O)(=O)c1cc(Br)cnc1C(=O)CBr,0
CC(C)(N1C=C(Br)C=N1)C(O)=O,30937091,CC(C)(C(=O)O)n1cc(Br)cn1,0
CC1=CC2=C(C=C1Br)N(N=C2)C1CCCCO1,30948921,Cc1cc2cnn(C3CCCCO3)c2cc1Br,0
CC1=C(N)C(Br)=NC(=C1)C(F)(F)F,34210832,Cc1cc(C(F)(F)F)nc(Br)c1N,0
CC1=NC=C(C)C(Br)=C1,35994305,Cc1cc(Br)c(C)cn1,0
BrC1=NC=NC2=C1NC=N2,5775,Brc1ncnc2nc[nH]c12,767-69-1
BrC1=C(C=CS1)N(=O)=O,122007,O=[N+]([O-])c1ccsc1Br,2161-96-8
BrC1=CC=N(=O)C2=CC=CC=C12,128241,[O-][n+]1ccc(Br)c2ccccc21,22614-98-8
CC1=C(Br)C(Cl)=NC(N)=N1,135973,Cc1nc(N)nc(Cl)c1Br,6314-12-1
CN1N=C(C)C(Br)=C1C(O)=O,144596,Cc1nn(C)c(C(=O)O)c1Br,5775-88-2
CCOC(=O)NC1=CC(Br)=CN=C1,151420,CCOC(=O)Nc1cncc(Br)c1,152684-24-7
BrC1=CC=C2OC(=CC2=C1)C1=CC=CC=C1,153546,Brc1ccc2oc(-c3ccccc3)cc2c1,13141-26-9
BrC1=CN=CC2=CC=CC(=C12)N(=O)=O,164862,O=[N+]([O-])c1cccc2cncc(Br)c12,58142-46-4
BrC1=CC=C2N=CN(C2=C1)C1=CC=CC=C1,170859,Brc1ccc2ncn(-c3ccccc3)c2c1,96048-75-8
CCOC(=O)C(=CNC1=NC=C(Br)C=C1)C(=O)OCC,275032,CCOC(=O)C(=CNc1ccc(Br)cn1)C(=O)OCC,16867-58-6
BrC1=CC2=C(ON=C2C=C1)C1=CC=CC=C1,647086,Brc1ccc2noc(-c3ccccc3)c2c1,885-34-7
NC1=NC=NC2=CC=C(Br)C=C12,743472,Nc1ncnc2ccc(Br)cc12,21419-48-7
BrC1=NC2=C(C=CC=N2)C=C1,907523,Brc1ccc2cccnc2n1,61323-17-9
BrC1=CSC2=C1C=CC=N2,1100936,Brc1csc2ncccc12,28988-21-8
COC(=O)C1=C(Br)C=CO1,1365780,COC(=O)c1occc1Br,59862-77-0
COC1=CC=C(Br)C(OC)=N1,1451753,COc1ccc(Br)c(OC)n1,13445-16-4
NC1=NC=NC2=C1C(C#N)=C(Br)N2,3032946,N#Cc1c(Br)[nH]c2ncnc(N)c12,19393-83-0
COC1=NC=C(Cl)C=C1Br,4978139,COc1ncc(Cl)cc1Br,102830-75-1
COC1=CC=C(C=C1)C1=CC(Br)=C(C)S1,6803078,COc1ccc(-c2cc(Br)c(C)s2)cc1,156686-75-8
CC1=CC(=CC(Br)=N1)N(=O)=O,9321956,Cc1cc([N+](=O)[O-])cc(Br)n1,0
CCOC(=O)C1=CN=C2C=C(Br)C=CC2=C1Cl,9400664,CCOC(=O)c1cnc2cc(Br)ccc2c1Cl,206257-41-2
BrC1=CC=C2N=C(SC2=C1)C1=CC=C(C=C1)N(=O)=O,9488701,O=[N+]([O-])c1ccc(-c2nc3ccc(Br)cc3s2)cc1,566169-96-8
CC(C)(C)[Si](C)(C)OCC1=CC(Br)=NC=C1,11006654,CC(C)(C)[Si](C)(C)OCc1ccnc(Br)c1,815584-38-4
COC(=O)C1=C(C)C=C(Br)S1,12138431,COC(=O)c1sc(Br)cc1C,0
ClCC1=CC=C(Br)N=C1,13168032,ClCc1ccc(Br)nc1,168173-56-6
BrC1=CC=NC2=C1SC=C2,14311412,Brc1ccnc2ccsc12,603305-89-1
BrC1=CN=C(C=C1)C(=O)N1CCC1,14355308,O=C(c1ccc(Br)cn1)N1CCC1,845306-16-3
ClC1=NC2=C(N1)C=CC(Br)=C2,14567653,Clc1nc2cc(Br)ccc2[nH]1,683240-76-8
ClC1=CC=C(Br)C2=C1NC=C2,15496556,Clc1ccc(Br)c2cc[nH]c12,126811-30-1
BrC1=CC=NC2=C1C=C(I)N2S(=O)(=O)C1=CC=CC=C1,15497951,O=S(=O)(c1ccccc1)n1c(I)cc2c(Br)ccnc21,889939-26-8
CC(C)(C)OC(=O)N1CCN(CC1)C1=NC(Br)=CS1,19779082,CC(C)(C)OC(=O)N1CCN(c2nc(Br)cs2)CC1,1197294-66-8
CCOC(=O)C1=COC2=C1C=C(Br)C=C2,20097749,CCOC(=O)c1coc2ccc(Br)cc12,137242-41-2
CCOC(=O)C1=CN=C2C=C(Br)C=CC2=C1,20421773,CCOC(=O)c1cnc2cc(Br)ccc2c1,1226762-74-8
BrC1=CN=C(N=C1)C1=CC(CN2N=C(C=CC2=O)C2=CC=CC(=C2)C#N)=CC=C1,20481660,N#Cc1cccc(-c2ccc(=O)n(Cc3cccc(-c4ncc(Br)cn4)c3)n2)c1,1103506-77-9
COC(=O)C1=CC2=CC(Br)=CN=C2C=C1,21228523,COC(=O)c1ccc2ncc(Br)cc2c1,205114-17-6
CC1=CC(I)=NC=C1Br,21521132,Cc1cc(I)ncc1Br,941294-57-1
NC1=CC(Br)=NC=C1I,21533390,Nc1cc(Br)ncc1I,1300750-78-0
CSC1=NC=C2C(Br)=NNC2=N1,21652050,CSc1ncc2c(Br)n[nH]c2n1,1306829-95-7
